"REGIÓN","OTROS TERRITORIOS","PAÍS","Localización","EXIGE VISA CORTA DURACIÓN","EXIGE VISA PARA PASAPORTE OFICIAL","EXIGE VISA PARA PASAPORTE DIPLOMATICO","CONDICIONES ESPECIALES","Identificador","FECHA"
"AMERICA CARIBE","NO","HAIT�",,"SI","CONDICIONES ESPECIALES","CONDICIONES ESPECIALES","NO EXIGE A TITULARES DE VISA DE EE UU O SCHENGEN VIGENTE POR M�NIMO 6 MESES","83","05/01/2024"
"AFRICA ORIENTAL","NO","DJIBOUTI",,"SI","SI","SI","(N/A)","53","05/01/2024"
"AMERICA DEL SUR","SI","GUYANA FRANCESA",,"NO","NO","NO","(N/A)","82","05/01/2024"
"EUROPA ORIENTAL","NO","ALBANIA",,"NO","SI","SI","NO EXIGE A TITULARES DE VISA DE EE UU O SCHENGEN  VIGENTE POR M�NIMO 6 MESES","2","05/01/2024"
"ASIA DEL SUR","NO","BUT�N",,"SI","SI","SI","(N/A)","32","05/01/2024"
"AFRICA CENTRAL","NO","CONGO REP�BLICA DEMOCR�TICA",,"SI","SI","SI","(N/A)","44","05/01/2024"
"ORIENTE MEDIO","NO","EMIRATOS �RABES UNIDOS",,"SI","CONDICIONES ESPECIALES","CONDICIONES ESPECIALES","NO EXIGE PARA TRANSITO AEROPORTUARIO","58","05/01/2024"
"AFRICA CENTRAL","NO","CONGO",,"SI","SI","SI","(N/A)","43","05/01/2024"
"AFRICA OCCIDENTAL","NO","GHANA",,"SI","SI","SI","(N/A)","73","05/01/2024"
"AMERICA DEL SUR","NO","GUYANA",,"NO","NO- ACUERDO ESPECIAL","NO- ACUERDO ESPECIAL","(N/A)","81","05/01/2024"
"AFRICA CENTRAL","NO","GUINEA ECUATORIAL",,"SI","SI","SI","(N/A)","79","05/01/2024"
"AMERICA DEL SUR","NO","ARGENTINA",,"NO","NO","NO","(N/A)","9","05/01/2024"
"SUDESTE ASIATICO","NO","INDONESIA",,"SI","NO- ACUERDO ESPECIAL","NO- ACUERDO ESPECIAL","(N/A)","88","05/01/2024"
"AFRICA DEL SUR","NO","COMORAS",,"SI","SI","SI","(N/A)","42","05/01/2024"
"AMERICA CENTRAL","NO","GUATEMALA",,"NO","NO","NO","(N/A)","77","05/01/2024"
"EUROPA OCCIDENTAL","NO","IRLANDA",,"SI","SI","SI","(N/A)","91","05/01/2024"
"ASIA CENTRAL","NO","AFGANIST�N",,"SI","SI","SI","(N/A)","1","05/01/2024"
"AFRICA ORIENTAL","NO","ETIOP�A",,"SI","SI","SI","(N/A)","65","05/01/2024"
"AFRICA OCCIDENTAL","NO","BURKINA FASO",,"SI","SI","SI","(N/A)","30","05/01/2024"
"ASIA DEL ESTE","NO","COREA REP�BLICA POPULAR DEM.",,"SI","SI","SI","(N/A)","46","05/01/2024"
"AFRICA CENTRAL","NO","GAB�N",,"SI","SI","SI","(N/A)","70","05/01/2024"
"EUROPA SCHENGEN","NO","AUSTRIA",,"NO","NO","NO","(N/A)","13","05/01/2024"
"AFRICA CENTRAL","NO","BURUNDI",,"SI","CONDICIONES ESPECIALES","CONDICIONES ESPECIALES","VIISA SE TRAMITA A LA LLEGADA","31","05/01/2024"
"EUROPA SCHENGEN","NO","FRANCIA",,"NO","NO","NO","(N/A)","69","05/01/2024"
"EUROPA SCHENGEN","NO","DINAMARCA",,"NO","NO","NO","(N/A)","52","05/01/2024"
"AMERICA CARIBE","NO","ANTIGUA Y BARBUDA",,"SI","SI","SI","VISA A LA LLEGADA PARA TITULARES DE VISA DE EEUU- CANAD�- REINO UNIDO O SCHENGEN","6","05/01/2024"
"AMERICA CARIBE","SI","CURAZAO (PA�SES BAJOS)",,"NO","NO","NO","(N/A)","51","05/01/2024"
"EUROPA SCHENGEN","NO","BULGARIA",,"NO","NO","NO","(N/A)","29","05/01/2024"
"EURASIA","NO","GEORGIA",,"NO","NO","NO","(N/A)","72","05/01/2024"
"ASIA DEL ESTE","SI","HONG KONG (SARG-CHINA)",,"NO","NO","NO","NO EXIGE HASTA POR 90 D�AS","85","05/01/2024"
"SUDESTE ASIATICO","NO","CAMBOYA",,"SI","SI","SI","VISA A LA LLEGADA","34","05/01/2024"
"ISLAS PACIFICO","NO","ISLAS MARSHALL",,"SI","SI","SI","(N/A)","93","05/01/2024"
"AMERICA CENTRAL","NO","COSTA RICA",,"SI- CONDICIONES ESPECIALES","NO","NO","NO EXIGE A TITULARES DE VISA DE EE UU O SCHENGEN VIGENTE POR M�NIMO 6 MESES","48","05/01/2024"
"ASIA DEL ESTE","NO","FILIPINAS",,"NO","CONDICIONES ESPECIALES","CONDICIONES ESPECIALES","NO EXIGE HASTA POR 30 D�AS","67","05/01/2024"
"AMERICA CARIBE","NO","GRENADA",,"SI","SI","SI","(N/A)","75","05/01/2024"
"ASIA DEL ESTE","NO","COREA REP�BLICA",,"NO","NO","NO","(N/A)","45","05/01/2024"
"AFRICA OCCIDENTAL","NO","GAMBIA",,"SI","SI","SI","(N/A)","71","05/01/2024"
"EUROPA OCCIDENTAL","NO","ANDORRA",,"NO","NO","NO","(N/A)","4","05/01/2024"
"ASIA DEL SUR","NO","BANGLADESH",,"SI","SI","SI","(N/A)","17","05/01/2024"
"ORIENTE MEDIO","NO","IR�N",,"SI","NO- ACUERDO ESPECIAL","NO- ACUERDO ESPECIAL","(N/A)","89","05/01/2024"
"AFRICA OCCIDENTAL","NO","CABO VERDE",,"SI","SI","SI","(N/A)","33","05/01/2024"
"AMERICA CENTRAL","NO","BELICE",,"NO","NO","NO","(N/A)","20","05/01/2024"
"EUROPA SCHENGEN","NO","CHIPRE",,"NO","NO","NO","(N/A)","41","05/01/2024"
"EUROPA SCHENGEN","NO","CROACIA",,"NO","NO","NO","(N/A)","49","05/01/2024"
"AMERICA CARIBE","SI","ARUBA (PA�SES BAJOS)",,"NO","NO","NO","(N/A)","11","05/01/2024"
"EURASIA","NO","ARMENIA",,"SI","SI","SI","(N/A)","10","05/01/2024"
"AMERICA CARIBE","NO","BARBADOS",,"NO","NO","NO","(N/A)","18","05/01/2024"
"AFRICA DEL NORTE","NO","EGIPTO",,"SI","NO- ACUERDO ESPECIAL","NO- ACUERDO ESPECIAL","(N/A)","56","05/01/2024"
"ORIENTE MEDIO","NO","BAHR�IN",,"SI","CONDICIONES ESPECIALES","CONDICIONES ESPECIALES","VISA SE TRAMITA A LA LLEGADA O VISA ELECTR�NICA","16","05/01/2024"
"EUROPA SCHENGEN","NO","ESLOVENIA",,"NO","NO","NO","(N/A)","61","05/01/2024"
"EUROPA SCHENGEN","NO","GRECIA",,"NO","NO","NO","(N/A)","74","05/01/2024"
"EUROPA SCHENGEN","NO","ITALIA",,"NO","NO","NO","(N/A)","96","05/01/2024"
"AMERICA CARIBE","NO","BAHAMAS",,"NO","NO","NO","(N/A)","15","05/01/2024"
"AFRICA CENTRAL","NO","CHAD",,"SI","SI","SI","(N/A)","37","05/01/2024"
"AFRICA DEL SUR","NO","BOTSUANA",,"SI","SI","SI","(N/A)","26","05/01/2024"
"AMERICA DEL SUR","NO","BRASIL",,"NO","NO","NO","(N/A)","27","05/01/2024"
"ASIA DEL ESTE","NO","JAP�N",,"SI","NO- ACUERDO ESPECIAL","NO- ACUERDO ESPECIAL","(N/A)","98","05/01/2024"
"EUROPA SCHENGEN","NO","HUNGR�A",,"NO","NO","NO","(N/A)","86","05/01/2024"
"AMERICA CARIBE","SI","GUADALUPE (FRANCIA)",,"NO","NO","NO","(N/A)","76","05/01/2024"
"AMERICA CARIBE","SI","BONAIRE (PA�SES BAJOS)",,"NO","NO","NO","(N/A)","24","05/01/2024"
"EUROPA SCHENGEN","NO","FINLANDIA",,"NO","NO","NO","(N/A)","68","05/01/2024"
"AFRICA OCCIDENTAL","NO","BENIN",,"SI","SI","SI","(N/A)","21","05/01/2024"
"AFRICA ORIENTAL","NO","ERITREA",,"SI","SI","SI","(N/A)","59","05/01/2024"
"AMERICA CARIBE","NO","DOMINICA",,"NO","CONDICIONES ESPECIALES","CONDICIONES ESPECIALES","NO EXIGE HASTA POR 20 D�AS","54","05/01/2024"
"ASIA DEL SUR","NO","INDIA",,"SI","NO- ACUERDO ESPECIAL","NO- ACUERDO ESPECIAL","(N/A)","87","05/01/2024"
"AMERICA CENTRAL","NO","HONDURAS",,"NO","NO","NO","(N/A)","84","05/01/2024"
"EURASIA","NO","ARMENIA",,"SI","SI","SI","(N/A)","10","06/01/2024"
"ORIENTE MEDIO","NO","ARABIA SAUDITA",,"SI","SI","SI","NO PERMITE TURISMO EN SU TERRITORIO","7","06/01/2024"
"AMERICA CENTRAL","NO","COSTA RICA",,"SI- CONDICIONES ESPECIALES","NO","NO","NO EXIGE A TITULARES DE VISA DE EE UU O SCHENGEN VIGENTE POR M�NIMO 6 MESES","48","06/01/2024"
"AMERICA CENTRAL","NO","EL SALVADOR",,"NO","NO","NO","(N/A)","57","06/01/2024"
"AMERICA CARIBE","NO","HAIT�",,"SI","CONDICIONES ESPECIALES","CONDICIONES ESPECIALES","NO EXIGE A TITULARES DE VISA DE EE UU O SCHENGEN VIGENTE POR M�NIMO 6 MESES","83","06/01/2024"
"EUROPA SCHENGEN","NO","ISLANDIA",,"NO","NO","NO","(N/A)","92","06/01/2024"
"EUROPA SCHENGEN","NO","CROACIA",,"NO","NO","NO","(N/A)","49","06/01/2024"
"SUDESTE ASIATICO","NO","CAMBOYA",,"SI","SI","SI","VISA A LA LLEGADA","34","06/01/2024"
"ISLAS PACIFICO","NO","ISLAS SALOM�N",,"SI","SI","SI","(N/A)","94","06/01/2024"
"EUROPA SCHENGEN","NO","ESLOVAQUIA",,"NO","NO","NO","(N/A)","60","06/01/2024"
"EUROPA SCHENGEN","NO","GRECIA",,"NO","NO","NO","(N/A)","74","06/01/2024"
"AFRICA OCCIDENTAL","NO","GAMBIA",,"SI","SI","SI","(N/A)","71","06/01/2024"
"AFRICA ORIENTAL","NO","ETIOP�A",,"SI","SI","SI","(N/A)","65","06/01/2024"
"AFRICA OCCIDENTAL","NO","BURKINA FASO",,"SI","SI","SI","(N/A)","30","06/01/2024"
"EUROPA SCHENGEN","NO","AUSTRIA",,"NO","NO","NO","(N/A)","13","06/01/2024"
"AFRICA DEL SUR","NO","COMORAS",,"SI","SI","SI","(N/A)","42","06/01/2024"
"ASIA DEL SUR","NO","BANGLADESH",,"SI","SI","SI","(N/A)","17","06/01/2024"
"AFRICA CENTRAL","NO","GAB�N",,"SI","SI","SI","(N/A)","70","06/01/2024"
"ORIENTE MEDIO","NO","ISRAEL",,"NO","NO","NO","(N/A)","95","06/01/2024"
"EUROPA SCHENGEN","NO","BULGARIA",,"NO","NO","NO","(N/A)","29","06/01/2024"
"AFRICA OCCIDENTAL","NO","GUINEA-BISSAU",,"SI","SI","SI","(N/A)","80","06/01/2024"
"AMERICA CARIBE","SI","CURAZAO (PA�SES BAJOS)",,"NO","NO","NO","(N/A)","51","06/01/2024"
"EUROPA SCHENGEN","NO","DINAMARCA",,"NO","NO","NO","(N/A)","52","06/01/2024"
"AFRICA OCCIDENTAL","NO","BENIN",,"SI","SI","SI","(N/A)","21","06/01/2024"
"AFRICA CENTRAL","NO","CAMER�N",,"SI","SI","SI","(N/A)","35","06/01/2024"
"AFRICA CENTRAL","NO","BURUNDI",,"SI","CONDICIONES ESPECIALES","CONDICIONES ESPECIALES","VIISA SE TRAMITA A LA LLEGADA","31","06/01/2024"
"AMERICA CARIBE","NO","BAHAMAS",,"NO","NO","NO","(N/A)","15","06/01/2024"
"EUROPA SCHENGEN","NO","ESPA�A",,"NO","NO","NO","(N/A)","62","06/01/2024"
"AMERICA CARIBE","NO","DOMINICA",,"NO","CONDICIONES ESPECIALES","CONDICIONES ESPECIALES","NO EXIGE HASTA POR 20 D�AS","54","06/01/2024"
"AMERICA CARIBE","SI","ARUBA (PA�SES BAJOS)",,"NO","NO","NO","(N/A)","11","06/01/2024"
"EUROPA SCHENGEN","NO","CHECA REP�BLICA",,"NO","NO","NO","(N/A)","38","06/01/2024"
"EURASIA","NO","GEORGIA",,"NO","NO","NO","(N/A)","72","06/01/2024"
"EUROPA OCCIDENTAL","NO","ANDORRA",,"NO","NO","NO","(N/A)","4","06/01/2024"
"ASIA DEL ESTE","SI","HONG KONG (SARG-CHINA)",,"NO","NO","NO","NO EXIGE HASTA POR 90 D�AS","85","06/01/2024"
"EUROPA SCHENGEN","NO","ESTONIA",,"NO","NO","NO","(N/A)","64","06/01/2024"
"OCEANIA","NO","FIJI",,"SI","SI","SI","(N/A)","66","06/01/2024"
"EUROPA SCHENGEN","NO","B�LGICA",,"NO","NO","NO","(N/A)","19","06/01/2024"
"AMERICA DEL SUR","SI","GUYANA FRANCESA",,"NO","NO","NO","(N/A)","82","06/01/2024"
"ASIA CENTRAL","NO","AFGANIST�N",,"SI","SI","SI","(N/A)","1","06/01/2024"
"AFRICA ORIENTAL","NO","DJIBOUTI",,"SI","SI","SI","(N/A)","53","06/01/2024"
"ORIENTE MEDIO","NO","IRAQ",,"SI","SI","SI","(N/A)","90","06/01/2024"
"AFRICA DEL SUR","NO","ANGOLA",,"SI","SI","SI","(N/A)","5","06/01/2024"
"EUROPA SCHENGEN","NO","ALEMANIA",,"NO","NO","NO","(N/A)","3","06/01/2024"
"AMERICA CARIBE","NO","JAMAICA",,"NO","CONDICIONES ESPECIALES","CONDICIONES ESPECIALES","NO EXIGE HASTA POR 30 D�AS","97","06/01/2024"
"AMERICA DEL SUR","NO","ECUADOR",,"NO","NO","NO","(N/A)","55","06/01/2024"
"EUROPA ORIENTAL","NO","ALBANIA",,"NO","SI","SI","NO EXIGE A TITULARES DE VISA DE EE UU O SCHENGEN  VIGENTE POR M�NIMO 6 MESES","2","06/01/2024"
"EURASIA","NO","BIELORRUSIA",,"SI","SI","SI","(N/A)","22","06/01/2024"
"EUROPA ORIENTAL","NO","BOSNIA Y HERZEGOVINA",,"NO","NO","NO","(N/A)","25","06/01/2024"
"AMERICA CARIBE","NO","BARBADOS",,"NO","NO","NO","(N/A)","18","06/01/2024"
"AFRICA DEL NORTE","NO","ARGELIA",,"SI","NO- ACUERDO ESPECIAL","NO- ACUERDO ESPECIAL","(N/A)","8","06/01/2024"
"AMERICA DEL SUR","NO","ARGENTINA",,"NO","NO","NO","(N/A)","9","06/01/2024"
"AFRICA OCCIDENTAL","NO","COSTA DE MARFIL",,"SI","SI","SI","(N/A)","47","06/01/2024"
"ASIA DEL ESTE","NO","FILIPINAS",,"NO","CONDICIONES ESPECIALES","CONDICIONES ESPECIALES","NO EXIGE HASTA POR 30 D�AS","67","06/01/2024"
"AFRICA DEL NORTE","NO","EGIPTO",,"SI","NO- ACUERDO ESPECIAL","NO- ACUERDO ESPECIAL","(N/A)","56","06/01/2024"
"OCEANIA","NO","AUSTRALIA",,"SI","SI","SI","(N/A)","12","06/01/2024"
"AMERICA DEL SUR","NO","BRASIL",,"NO","NO","NO","(N/A)","27","06/01/2024"
"AFRICA DEL SUR","NO","BOTSUANA",,"SI","SI","SI","(N/A)","26","06/01/2024"
"EURASIA","NO","AZERBAIY�N",,"SI","NO- ACUERDO ESPECIAL","NO- ACUERDO ESPECIAL","VISA ELECTR�NICA","14","06/01/2024"
"EUROPA SCHENGEN","NO","FRANCIA",,"NO","NO","NO","(N/A)","69","06/01/2024"
"ORIENTE MEDIO","NO","BAHR�IN",,"SI","CONDICIONES ESPECIALES","CONDICIONES ESPECIALES","VISA SE TRAMITA A LA LLEGADA O VISA ELECTR�NICA","16","06/01/2024"
"AMERICA CARIBE","NO","ANTIGUA Y BARBUDA",,"SI","SI","SI","VISA A LA LLEGADA PARA TITULARES DE VISA DE EEUU- CANAD�- REINO UNIDO O SCHENGEN","6","06/01/2024"
"EUROPA SCHENGEN","NO","HUNGR�A",,"NO","NO","NO","(N/A)","86","06/01/2024"
"AMERICA CARIBE","SI","GUADALUPE (FRANCIA)",,"NO","NO","NO","(N/A)","76","06/01/2024"
"ASIA DEL ESTE","NO","CHINA REP�BLICA POPULAR",,"SI","NO- ACUERDO ESPECIAL","NO- ACUERDO ESPECIAL","(N/A)","40","06/01/2024"
"AFRICA OCCIDENTAL","NO","CABO VERDE",,"SI","SI","SI","(N/A)","33","06/01/2024"
"SUDESTE ASIATICO","NO","BRUNEI DARUSSALAM",,"SI","SI","SI","(N/A)","28","06/01/2024"
"AMERICA DEL SUR","NO","CHILE",,"NO","NO","NO","(N/A)","39","06/01/2024"
"AMERICA CENTRAL","NO","GUATEMALA",,"NO","NO","NO","(N/A)","77","06/01/2024"
"AMERICA CARIBE","NO","GRENADA",,"SI","SI","SI","(N/A)","75","06/01/2024"
"EUROPA SCHENGEN","NO","ESLOVENIA",,"NO","NO","NO","(N/A)","61","06/01/2024"
"AFRICA CENTRAL","NO","CHAD",,"SI","SI","SI","(N/A)","37","06/01/2024"
"ASIA DEL SUR","NO","INDIA",,"SI","NO- ACUERDO ESPECIAL","NO- ACUERDO ESPECIAL","(N/A)","87","06/01/2024"
"ASIA DEL SUR","NO","BUT�N",,"SI","SI","SI","(N/A)","32","06/01/2024"
"AMERICA DEL NORTE","NO","CANAD�",,"SI","CONDICIONES ESPECIALES","CONDICIONES ESPECIALES","(NO REGISTRA)","36","06/01/2024"
"EUROPA SCHENGEN","NO","ITALIA",,"NO","NO","NO","(N/A)","96","06/01/2024"
"AFRICA CENTRAL","NO","GUINEA ECUATORIAL",,"SI","SI","SI","(N/A)","79","06/01/2024"
"AMERICA CENTRAL","NO","BELICE",,"NO","NO","NO","(N/A)","20","06/01/2024"
"AFRICA OCCIDENTAL","NO","GHANA",,"SI","SI","SI","(N/A)","73","06/01/2024"
"AMERICA DEL SUR","NO","GUYANA",,"NO","NO- ACUERDO ESPECIAL","NO- ACUERDO ESPECIAL","(N/A)","81","06/01/2024"
"ISLAS PACIFICO","NO","ISLAS MARSHALL",,"SI","SI","SI","(N/A)","93","06/01/2024"
"ORIENTE MEDIO","NO","IR�N",,"SI","NO- ACUERDO ESPECIAL","NO- ACUERDO ESPECIAL","(N/A)","89","06/01/2024"
"ASIA DEL ESTE","NO","COREA REP�BLICA POPULAR DEM.",,"SI","SI","SI","(N/A)","46","06/01/2024"
"AMERICA CARIBE","NO","CUBA",,"NO (TARJETA TUR�STICA)","NO- ACUERDO ESPECIAL","NO- ACUERDO ESPECIAL","TARJETA TUR�STICA","50","06/01/2024"
"AFRICA OCCIDENTAL","NO","GUINEA",,"SI","SI","SI","(N/A)","78","06/01/2024"
"AMERICA CARIBE","SI","BONAIRE (PA�SES BAJOS)",,"NO","NO","NO","(N/A)","24","06/01/2024"
"AMERICA DEL SUR","NO","CHILE",,"NO","NO","NO","(N/A)","39","07/01/2024"
"ASIA DEL ESTE","NO","JAP�N",,"SI","NO- ACUERDO ESPECIAL","NO- ACUERDO ESPECIAL","(N/A)","98","06/01/2024"
"AFRICA ORIENTAL","NO","ERITREA",,"SI","SI","SI","(N/A)","59","06/01/2024"
"AFRICA CENTRAL","NO","CONGO REP�BLICA DEMOCR�TICA",,"SI","SI","SI","(N/A)","44","06/01/2024"
"AMERICA DEL SUR","NO","BOLIVIA",,"NO","NO","NO","(N/A)","23","06/01/2024"
"EUROPA SCHENGEN","NO","CHIPRE",,"NO","NO","NO","(N/A)","41","06/01/2024"
"AMERICA CENTRAL","NO","HONDURAS",,"NO","NO","NO","(N/A)","84","06/01/2024"
"AFRICA CENTRAL","NO","CONGO",,"SI","SI","SI","(N/A)","43","06/01/2024"
"ORIENTE MEDIO","NO","EMIRATOS �RABES UNIDOS",,"SI","CONDICIONES ESPECIALES","CONDICIONES ESPECIALES","NO EXIGE PARA TRANSITO AEROPORTUARIO","58","06/01/2024"
"EUROPA OCCIDENTAL","NO","IRLANDA",,"SI","SI","SI","(N/A)","91","06/01/2024"
"EUROPA SCHENGEN","NO","FINLANDIA",,"NO","NO","NO","(N/A)","68","06/01/2024"
"SUDESTE ASIATICO","NO","INDONESIA",,"SI","NO- ACUERDO ESPECIAL","NO- ACUERDO ESPECIAL","(N/A)","88","06/01/2024"
"AMERICA DEL NORTE","NO","ESTADOS UNIDOS DE AM�RICA",,"SI","SI","SI","(N/A)","63","06/01/2024"
"ASIA DEL ESTE","NO","COREA REP�BLICA",,"NO","NO","NO","(N/A)","45","06/01/2024"
"AMERICA DEL SUR","NO","BRASIL",,"NO","NO","NO","(N/A)","27","07/01/2024"
"EURASIA","NO","GEORGIA",,"NO","NO","NO","(N/A)","72","07/01/2024"
"AFRICA DEL SUR","NO","COMORAS",,"SI","SI","SI","(N/A)","42","07/01/2024"
"ORIENTE MEDIO","NO","IR�N",,"SI","NO- ACUERDO ESPECIAL","NO- ACUERDO ESPECIAL","(N/A)","89","07/01/2024"
"ORIENTE MEDIO","NO","EMIRATOS �RABES UNIDOS",,"SI","CONDICIONES ESPECIALES","CONDICIONES ESPECIALES","NO EXIGE PARA TRANSITO AEROPORTUARIO","58","07/01/2024"
"SUDESTE ASIATICO","NO","BRUNEI DARUSSALAM",,"SI","SI","SI","(N/A)","28","07/01/2024"
"EURASIA","NO","AZERBAIY�N",,"SI","NO- ACUERDO ESPECIAL","NO- ACUERDO ESPECIAL","VISA ELECTR�NICA","14","07/01/2024"
"ASIA DEL ESTE","NO","COREA REP�BLICA POPULAR DEM.",,"SI","SI","SI","(N/A)","46","07/01/2024"
"AFRICA OCCIDENTAL","NO","GAMBIA",,"SI","SI","SI","(N/A)","71","07/01/2024"
"AMERICA CARIBE","SI","ARUBA (PA�SES BAJOS)",,"NO","NO","NO","(N/A)","11","07/01/2024"
"ASIA DEL ESTE","NO","JAP�N",,"SI","NO- ACUERDO ESPECIAL","NO- ACUERDO ESPECIAL","(N/A)","98","07/01/2024"
"AMERICA DEL SUR","NO","ARGENTINA",,"NO","NO","NO","(N/A)","9","07/01/2024"
"AFRICA ORIENTAL","NO","ERITREA",,"SI","SI","SI","(N/A)","59","07/01/2024"
"ASIA DEL ESTE","NO","FILIPINAS",,"NO","CONDICIONES ESPECIALES","CONDICIONES ESPECIALES","NO EXIGE HASTA POR 30 D�AS","67","07/01/2024"
"EUROPA SCHENGEN","NO","ITALIA",,"NO","NO","NO","(N/A)","96","07/01/2024"
"EUROPA SCHENGEN","NO","FINLANDIA",,"NO","NO","NO","(N/A)","68","07/01/2024"
"EUROPA ORIENTAL","NO","BOSNIA Y HERZEGOVINA",,"NO","NO","NO","(N/A)","25","07/01/2024"
"AFRICA CENTRAL","NO","CONGO",,"SI","SI","SI","(N/A)","43","07/01/2024"
"ASIA DEL SUR","NO","INDIA",,"SI","NO- ACUERDO ESPECIAL","NO- ACUERDO ESPECIAL","(N/A)","87","07/01/2024"
"EUROPA SCHENGEN","NO","BULGARIA",,"NO","NO","NO","(N/A)","29","07/01/2024"
"EUROPA SCHENGEN","NO","B�LGICA",,"NO","NO","NO","(N/A)","19","07/01/2024"
"ISLAS PACIFICO","NO","ISLAS SALOM�N",,"SI","SI","SI","(N/A)","94","07/01/2024"
"AMERICA CARIBE","NO","HAIT�",,"SI","CONDICIONES ESPECIALES","CONDICIONES ESPECIALES","NO EXIGE A TITULARES DE VISA DE EE UU O SCHENGEN VIGENTE POR M�NIMO 6 MESES","83","07/01/2024"
"ASIA DEL ESTE","NO","CHINA REP�BLICA POPULAR",,"SI","NO- ACUERDO ESPECIAL","NO- ACUERDO ESPECIAL","(N/A)","40","07/01/2024"
"AMERICA CARIBE","SI","GUADALUPE (FRANCIA)",,"NO","NO","NO","(N/A)","76","07/01/2024"
"AFRICA CENTRAL","NO","CAMER�N",,"SI","SI","SI","(N/A)","35","07/01/2024"
"EUROPA SCHENGEN","NO","ESTONIA",,"NO","NO","NO","(N/A)","64","07/01/2024"
"EUROPA SCHENGEN","NO","FRANCIA",,"NO","NO","NO","(N/A)","69","07/01/2024"
"ORIENTE MEDIO","NO","ISRAEL",,"NO","NO","NO","(N/A)","95","07/01/2024"
"SUDESTE ASIATICO","NO","INDONESIA",,"SI","NO- ACUERDO ESPECIAL","NO- ACUERDO ESPECIAL","(N/A)","88","07/01/2024"
"ASIA CENTRAL","NO","AFGANIST�N",,"SI","SI","SI","(N/A)","1","07/01/2024"
"OCEANIA","NO","AUSTRALIA",,"SI","SI","SI","(N/A)","12","07/01/2024"
"EUROPA SCHENGEN","NO","ESPA�A",,"NO","NO","NO","(N/A)","62","07/01/2024"
"SUDESTE ASIATICO","NO","CAMBOYA",,"SI","SI","SI","VISA A LA LLEGADA","34","07/01/2024"
"AFRICA OCCIDENTAL","NO","BENIN",,"SI","SI","SI","(N/A)","21","07/01/2024"
"AFRICA CENTRAL","NO","GAB�N",,"SI","SI","SI","(N/A)","70","07/01/2024"
"AFRICA ORIENTAL","NO","ETIOP�A",,"SI","SI","SI","(N/A)","65","07/01/2024"
"AFRICA CENTRAL","NO","GUINEA ECUATORIAL",,"SI","SI","SI","(N/A)","79","07/01/2024"
"EUROPA SCHENGEN","NO","DINAMARCA",,"NO","NO","NO","(N/A)","52","07/01/2024"
"AMERICA CARIBE","NO","GRENADA",,"SI","SI","SI","(N/A)","75","07/01/2024"
"AMERICA CARIBE","SI","BONAIRE (PA�SES BAJOS)",,"NO","NO","NO","(N/A)","24","07/01/2024"
"AMERICA DEL NORTE","NO","CANAD�",,"SI","CONDICIONES ESPECIALES","CONDICIONES ESPECIALES","(NO REGISTRA)","36","07/01/2024"
"AMERICA CARIBE","NO","BAHAMAS",,"NO","NO","NO","(N/A)","15","07/01/2024"
"EUROPA SCHENGEN","NO","ALEMANIA",,"NO","NO","NO","(N/A)","3","07/01/2024"
"AMERICA DEL SUR","NO","ECUADOR",,"NO","NO","NO","(N/A)","55","07/01/2024"
"AMERICA CENTRAL","NO","COSTA RICA",,"SI- CONDICIONES ESPECIALES","NO","NO","NO EXIGE A TITULARES DE VISA DE EE UU O SCHENGEN VIGENTE POR M�NIMO 6 MESES","48","07/01/2024"
"ASIA DEL SUR","NO","BANGLADESH",,"SI","SI","SI","(N/A)","17","07/01/2024"
"EUROPA SCHENGEN","NO","GRECIA",,"NO","NO","NO","(N/A)","74","07/01/2024"
"AFRICA OCCIDENTAL","NO","COSTA DE MARFIL",,"SI","SI","SI","(N/A)","47","07/01/2024"
"AMERICA CARIBE","NO","CUBA",,"NO (TARJETA TUR�STICA)","NO- ACUERDO ESPECIAL","NO- ACUERDO ESPECIAL","TARJETA TUR�STICA","50","07/01/2024"
"EUROPA SCHENGEN","NO","ESLOVENIA",,"NO","NO","NO","(N/A)","61","07/01/2024"
"AMERICA CENTRAL","NO","GUATEMALA",,"NO","NO","NO","(N/A)","77","07/01/2024"
"EUROPA SCHENGEN","NO","CHIPRE",,"NO","NO","NO","(N/A)","41","07/01/2024"
"ASIA DEL ESTE","SI","HONG KONG (SARG-CHINA)",,"NO","NO","NO","NO EXIGE HASTA POR 90 D�AS","85","07/01/2024"
"EUROPA OCCIDENTAL","NO","ANDORRA",,"NO","NO","NO","(N/A)","4","07/01/2024"
"AFRICA DEL SUR","NO","ANGOLA",,"SI","SI","SI","(N/A)","5","07/01/2024"
"AMERICA CENTRAL","NO","EL SALVADOR",,"NO","NO","NO","(N/A)","57","07/01/2024"
"AFRICA OCCIDENTAL","NO","GUINEA-BISSAU",,"SI","SI","SI","(N/A)","80","07/01/2024"
"EUROPA SCHENGEN","NO","HUNGR�A",,"NO","NO","NO","(N/A)","86","07/01/2024"
"OCEANIA","NO","FIJI",,"SI","SI","SI","(N/A)","66","07/01/2024"
"AFRICA CENTRAL","NO","BURUNDI",,"SI","CONDICIONES ESPECIALES","CONDICIONES ESPECIALES","VIISA SE TRAMITA A LA LLEGADA","31","07/01/2024"
"AMERICA CENTRAL","NO","HONDURAS",,"NO","NO","NO","(N/A)","84","07/01/2024"
